spot,A,B,C,D,E,F,G,H,I,J
1.327782695957983x-0.8358560674816213x3,0.9230293,1.1777855,2.1096196,0.8210434,2.1359303,3.4280512,3.153137,2.435578,2.5402908,1.6296593
-0.10128148621739935x-0.9420935888731159x3,0.5745614,0.6962248,0.69826436,0.4485183,1.21029,1.4917531,1.3051355,1.1157532,1.5730835,0.9926875
-0.8031413873416283x-0.10321275146170758x3,0.8114728,1.085601,1.5351262,0.69610053,1.8003087,2.534578,2.8780663,2.5278053,1.7741581,1.9503865
-0.46433769143549164x-1.0513903986600646x3,0.59438145,0.84704965,0.8814401,0.5377723,1.2712818,1.7623885,1.5752172,1.3665239,1.6248004,1.1125479
1.021790585588673x0.24664895525244618x3,1.776088,2.4040084,4.422832,1.5139258,5.0905285,6.573629,6.4682574,4.5727267,3.1066377,2.9712937
-0.5525406734167292x0.6079925094063973x3,1.3134078,2.1482143,2.1550784,1.3303552,4.6620355,3.4736543,4.072375,3.4013705,3.7601871,3.908446
-0.38687084685064654x-0.8396324471731914x3,0.6084853,0.89833826,1.0254431,0.5184125,1.596432,2.3904514,1.4893858,1.5154575,2.0857062,1.1486918
-0.5102927396336285x-1.3682450953383907x3,0.5063603,0.57309026,0.70478183,0.4949867,0.89475334,1.7635957,1.320169,1.3496453,1.0499736,0.93795145
0.18392549434030994x1.561279598955807x3,3.208718,4.2221656,5.211778,2.3580773,6.8093605,6.6990013,7.333453,4.9992476,4.655691,2.211928
-0.3854897603756083x-0.9402702359572048x3,0.6091613,0.93630445,1.0229992,0.5214296,1.5962235,2.2984796,1.4938049,1.3350332,2.2751384,0.9939413
-1.601836048972537x-0.6599427051023377x3,0.950937,0.98772216,1.9846834,0.8260997,2.062126,3.6326125,2.7561696,2.686161,2.3556194,3.0224907
-0.8871809418450403x0.21301716742988736x3,1.5892477,2.3526533,2.5069442,1.6558435,5.896899,5.6251163,4.9985285,4.232889,4.012179,4.360687
-0.9327890415064383x0.599369372522297x3,1.4800273,2.5585234,3.000663,1.6656497,5.9508915,4.8468337,4.894665,4.0634003,4.4865565,3.8040085
1.2433193844551549x-0.2563168936896428x3,1.5830534,1.8561474,4.416033,1.1268837,3.2200944,6.087521,6.786756,5.1538653,3.1756601,3.1917255
0.8126740421090424x0.46079432770125556x3,1.9884053,2.5260832,3.9431725,1.5372812,5.5192256,6.549675,6.7733116,5.119957,3.9631183,3.3020787
0.587259379399826x-0.400986157896401x3,0.8675847,1.2277174,2.335522,0.7345384,1.7110267,2.872733,3.0195003,2.4044907,1.4185157,1.2097024
-0.5053583172644099x-0.9711706648243907x3,0.5655785,0.77456254,0.97831297,0.517172,1.4577417,1.6098334,1.4090482,1.2529052,1.735752,1.1228124
-0.8157915419939713x1.4263168607870274x3,2.6781745,3.1053782,3.1458805,2.4375203,6.2361183,5.4897676,6.778165,5.9718094,5.052382,3.9164224
-0.507517601657357x2.488441614331128x3,3.2876973,4.3534555,3.1440625,2.996371,8.713134,6.3550754,6.2145324,5.619033,5.82125,4.3339953
-1.051880102551674x1.6959695330141693x3,3.3898873,5.079098,4.542097,3.3163702,10.5542555,8.726481,7.8172483,7.5405016,6.8538156,5.3585315
2.497200391587007x0.14180663915345446x3,1.4588783,2.6460638,4.5453997,1.8906552,6.6308856,5.367354,5.525191,4.4641685,3.8330317,3.3210428
-2.245321648371402x1.8334353618156785x3,5.205475,6.789917,4.9562855,3.9100885,13.418041,12.1205,11.1910715,12.929197,11.167384,9.068046
0.5640085350738091x0.35570351572398445x3,1.5777375,2.0748196,3.0191581,1.2981361,3.7564151,4.6544895,4.557734,3.6290245,2.5541356,2.0627546
-1.2845522979925272x-0.47728627040322935x3,0.91004497,1.1447046,2.398341,0.81295717,1.9135793,4.1312037,3.0799348,3.353655,2.1851811,2.5826154
-0.10434349149469264x0.46637957438197886x3,1.4118581,1.796401,1.6835136,0.9553126,3.4259496,3.4925725,3.7485626,3.5794227,3.0900836,3.525242
-0.9880019424937344x-0.09439250641118496x3,0.9715151,1.772639,2.6237712,1.0057406,3.3910835,3.4349327,3.2965748,3.1720297,2.727857,2.883575
-1.1776289624826308x-0.9831181837457077x3,0.6564635,0.84412825,1.216198,0.5828581,1.6806018,2.2201502,1.6474764,1.5173391,2.0079763,1.2233508
-1.1401963009349616x-0.898321971432016x3,0.65461165,0.8151577,1.1922284,0.55341583,1.9375244,2.1881418,1.401356,1.3468692,2.1167488,1.1676959
1.7549861537420586x0.8020517387405159x3,2.964902,4.4344664,6.0920467,3.106154,9.858061,6.9988637,10.053193,6.078761,6.245763,4.561264
-0.13298842230959199x-1.846531981664673x3,0.340148,0.37970513,0.4271227,0.2980919,0.55521697,0.96159625,0.6130671,0.7219951,0.5260094,0.5940306
-0.7657021944780863x0.6041367404426842x3,1.4361293,1.7990273,2.1282744,1.4822911,4.6883225,3.7444313,4.4955344,4.0410857,3.9530885,4.0238547
0.555786964082873x-1.6295836027484383x3,0.42107925,0.5333773,0.8546761,0.48306566,0.7755816,1.2996389,0.99108034,0.9561109,0.63189787,0.6123411
0.010349314566299353x-2.121176444902436x3,0.32121426,0.43399823,0.53355527,0.32326752,0.58723515,1.1598196,0.97581226,0.82279694,0.49999768,0.5165518
0.7200337593416528x-1.8388466037584985x3,0.31695426,0.40872768,0.6468634,0.33989888,0.59435356,0.9310661,0.7177066,0.6698793,0.44195974,0.4741126
-1.82425665593783x1.9667639719347398x3,5.532057,6.791393,5.908332,4.463523,16.014511,12.231061,11.36155,11.666898,11.860076,9.925877
0.3036039044620014x-0.196233964943542x3,0.7846222,1.3383726,2.484978,0.5921546,2.1369815,2.8244433,2.6543524,2.3995159,1.5954775,1.5820297
0.7726948371023817x0.08658318016541909x4,1.5059904,1.5966214,2.684819,1.467396,2.8005054,3.4477136,3.4353726,2.3557506,1.6400768,1.5975434
-1.6615982911145637x1.4192550459109512x4,4.6726975,2.9329383,2.8456805,2.6612844,6.1830044,4.1720467,4.6909003,3.790528,4.4544287,2.7318196
0.44819528442331247x0.9341797484997248x4,2.731044,3.0726764,3.8206644,2.0168047,4.8215175,3.8752058,5.477914,3.87987,3.210277,2.1752307
1.6961815728281606x-1.3915052694042196x4,0.7606271,0.7058959,1.1923978,0.7982113,1.2088618,1.8227527,1.3753245,1.2530125,1.2973723,0.919807
-0.014857703354702717x0.8690063428187611x4,1.825816,2.1229715,2.0600324,1.3114444,4.370637,3.5123303,3.6132262,3.5865877,2.4076974,1.8043411
0.8214059370248112x0.1841812647035463x4,2.0138407,2.1024473,2.9989767,1.7432535,4.0733643,4.512302,3.6311173,2.3787732,2.3786519,2.0645235
0.6705704503109099x-0.3416780975958806x4,0.73013526,0.85419476,1.7142761,0.59757507,1.4178125,1.8029819,1.8404315,1.3554114,0.9628054,0.8714159
-0.7075056975105769x0.024290914137780388x4,1.0827587,1.1014323,1.2725239,0.90869105,1.8317765,1.6969709,1.8442677,2.0494266,1.6033148,1.9170986
0.03976673458649517x1.279812020628022x4,3.1066003,2.6690829,2.3127737,2.074786,5.9113855,4.6842504,4.5943,4.1352315,2.9145544,1.44302
-1.5669947108616025x-0.8859664820409529x4,0.83057696,0.7613005,1.2500412,0.791541,1.66407,1.8119397,1.4462262,1.2675612,1.8630959,1.4862833
-0.4513030371025261x0.40088567910412115x4,1.6099257,1.5053229,1.653101,1.2409691,2.607847,2.961146,2.6043699,2.1985762,2.7132618,2.0887299
0.2656879749662359x-0.009657236532908346x4,0.86297876,1.052671,1.6117395,0.63635665,1.6728553,2.026034,1.8572271,1.5399268,1.2020754,0.9462995
0.7231004937377982x-1.7971646153956184x4,0.4696139,0.49679407,0.55983585,0.43414506,0.522341,0.7663372,0.5768313,0.57768375,0.38622063,0.44795927
0.024612125247911617x-0.8022531717308108x4,0.74806714,0.7723444,0.8755981,0.53443867,1.3921262,1.83543,1.3171129,1.9291854,1.0771232,0.6945325
0.7199837301431654x0.19321355323369646x4,2.2176774,2.0320828,3.0298111,1.4840358,3.1409073,3.5195253,2.9146857,2.0766926,1.9499366,1.7131436
-1.1029062129553697x1.2973420890928906x4,3.261984,3.0638726,2.7360322,2.7498095,5.6611047,5.1798143,4.945891,4.0316296,4.857957,3.0029223
-0.1016972745548716x1.0013310173467296x4,1.8017313,2.3786042,1.9394202,1.4043576,3.9027143,3.2918632,3.8127334,4.5764575,2.2788243,2.7515159
0.019279384513077216x0.597212504403425x4,1.2341352,1.6148734,2.018999,1.1175132,3.2845962,3.462204,3.3762589,2.3471699,2.2079751,1.3464069
1.8495912466796365x-0.8152756611364586x4,1.1038454,1.2273905,1.849853,1.0686902,2.061839,2.6865506,2.2409503,2.3115044,2.2129304,1.6915863
-0.21416665620008424x1.801213990808535x4,5.175031,4.437921,3.304542,3.5210574,7.390202,6.2428603,7.027906,4.328119,5.193483,2.688113
-0.4990166379941829x0.21524046763961147x4,1.5761535,1.4933678,1.810544,1.3593446,3.6730816,3.0229967,2.471933,2.0332923,2.3286617,2.7517252
0.02135122384354861x-1.0063655216785503x4,0.7273608,0.6429761,0.7123806,0.5232066,1.1287968,1.468767,1.2988458,1.4285089,1.001321,0.5834621
-0.9191134448699437x-0.182904980856951x4,1.0020002,1.2440339,2.2398703,0.86846566,3.2305312,2.537915,2.2167363,2.2807684,1.8595281,2.5183508
0.19275384906521617x0.8962484253561593x4,2.449617,2.697766,3.0004086,1.6306592,4.0245132,3.3777518,3.9463954,3.1766515,3.1157346,2.3947082
-0.36505521654625767x0.007617498318158107x4,0.83095205,1.156961,1.6525908,0.8459537,1.9464531,2.301781,2.188631,1.5105201,1.761156,1.3870785
-1.7913275480411837x0.886864686582761x4,3.2721348,3.3819687,3.435431,2.386196,5.922346,4.274191,4.477887,5.288258,4.977516,7.4485
-0.05858655113386085x1.1036939574621503x4,1.9659189,2.5944703,2.2082057,1.6105149,5.3435235,4.457575,4.3721046,5.736906,2.5803158,1.9064026
-0.31754309393019925x0.40053068459870617x4,1.6718806,1.6434443,1.6914405,1.2020566,2.5572157,3.180093,2.849428,2.083423,2.9799633,1.6516805
-1.6324233020679833x-0.857702623046894x4,0.8579284,0.82061255,1.2365773,0.77098876,1.6580547,1.8190742,1.4831952,1.3964908,1.8905267,1.5653411
-0.06713415461452177x0.13545466318998053x4,1.2649374,1.4067143,1.9024416,1.0932071,3.2485106,3.42644,3.3484712,2.7441013,2.0081015,2.0245895
1.4893559620744803x0.045165855938831004x4,1.4221269,2.0838723,3.3310375,1.6323757,3.7770758,3.7303216,3.8320224,3.488783,2.5725725,2.681383
0.5213037482757137x1.8593463338516283x4,5.3647103,4.528515,3.879501,4.1772585,5.5935535,6.1830783,6.7207093,4.4112396,4.309263,2.3648236
0.6119271927311578x-1.62632193782683x4,0.49898618,0.48912454,0.607973,0.43850392,0.5875852,0.8570175,0.6329206,0.6506104,0.47310448,0.4212391
-1.3414967255830426x-0.13482245109435406x4,0.9051987,1.140558,2.6522071,0.86713994,2.7816517,2.2501779,1.9947842,1.9676737,1.7410244,2.4584527
0.4768983689222224x-0.5840935467949193x4,0.7513365,0.86216676,1.349121,0.65908766,1.2767024,2.3538725,1.6159297,1.8391638,1.0064586,0.92481387
0.14844958138007808x0.3351056201959989x4,1.6264902,1.5640035,1.8388883,1.2181355,2.5929875,2.8903825,2.8001,2.2720456,2.334093,1.6671321
0.5290452383344316x-2.437564359199356x4,0.47606492,0.5167099,0.5486996,0.4198049,0.5542782,0.79989237,0.57289356,0.71851814,0.42928103,0.43696472
0.42262862170882565x1.11492455949028x4,2.1539106,2.686806,2.892981,1.9317183,4.366063,4.5172215,5.73288,3.456523,2.6723733,1.4188086
-1.3597807255038137x0.013748487335533657x4,1.101198,1.2890918,2.3455055,1.1706127,2.6256187,2.5389676,2.4758523,2.2732131,2.1695547,2.5415208
-0.04140081155796743x-1.8447011636280461x4,0.45402995,0.46394664,0.50737226,0.3592177,0.6858529,0.90569824,0.66928333,0.9694972,0.4764855,0.5348463
-0.757870860425166x-0.3611131347398661x4,0.7578779,0.7801745,1.1865712,0.619704,1.252303,1.7995495,1.815456,1.7476048,1.389449,1.3723848
-0.05008409428482209x0.6089623416545242x4,1.319734,1.9551343,2.0353234,1.2582312,3.516724,3.2353404,3.7785826,2.899953,2.3380892,2.044455
-0.8974009269018305x-1.5914478754580315x4,0.6071343,0.55892473,0.6334028,0.5487249,0.8192874,1.2964348,0.8187139,1.0202193,0.75517917,0.8425934
1.3124703671409963x0.003222216443155699x4,1.2433237,1.7903547,2.8863919,1.3151193,2.8738022,3.092305,3.3544095,2.8348038,2.2517486,2.113611
-0.8589723884443423x-1.05747364780153x4,0.82310534,0.67698205,0.7212099,0.64526796,0.9924622,1.4573209,1.3896308,1.2572349,1.2991434,1.0080824
-0.898942156465536x-0.5559850318789673x4,1.0926373,1.2179359,1.2910872,1.1440063,2.2561707,3.3187492,1.9512415,2.6427958,1.9104217,2.709827
0.07458640654355353x0.02673838267463693x4,0.94766456,1.0015281,1.6596792,0.8417055,2.1029408,2.2581291,2.2898402,1.9189519,1.4918231,1.1728704
-1.0770990694039948x0.1834502535815763x4,2.2781656,2.3439674,2.7799652,1.8197796,5.1037645,5.341454,3.6227906,3.49936,3.7126167,4.4163895
-0.4246633024328657x-0.47074249818272723x4,0.7272746,0.86069936,1.3317112,0.69854474,1.4456065,2.2247088,1.9849213,1.4822145,1.5498301,1.159917
-0.8299645975379619x0.27279638953026414x4,1.763758,1.8877661,1.8958124,1.5686382,3.9142597,3.7038438,3.2794387,2.9340525,3.0869486,3.7652724
1.4111720638896117x0.8179776072548057x4,3.5673954,5.1980677,5.4420843,3.5903926,7.740202,6.26051,7.150378,6.219042,6.449876,4.719326
0.7858038268311726x-0.2789142751032398x4,0.7963718,0.843924,2.3232327,0.6753085,1.8914392,2.2579935,2.2541888,1.5619376,1.2247291,1.1241295
-0.057469518465394644x1.4315677574492909x4,3.3718405,2.6581721,2.1010635,2.290109,4.916639,4.41974,4.8326206,3.1914358,2.789272,1.7799202
-0.39121705217401626x1.4622141707804195x4,4.0204005,3.5748014,2.653459,2.7166893,5.179326,5.754742,6.2980695,2.9468606,4.1842327,1.8466054
0.9409176145751134x-0.42870206558582885x4,1.1837244,1.2947961,3.0046074,1.0784019,2.0090578,3.9044816,4.200081,2.6229227,1.9717757,1.4195466
0.40520408032288807x-0.6378405564735843x4,0.7014395,0.8053244,1.2647398,0.68462473,1.173592,1.9907148,1.6118526,1.4082366,0.9443051,0.815159
0.4980524046828567x-1.6641729851661735x4,0.4833357,0.49522027,0.56273156,0.4304924,0.5840504,0.832322,0.6074085,0.727897,0.48410925,0.4412825
-0.026192237344250482x-0.12656933163938985x4,0.82021856,1.2053608,2.3996065,0.67738235,3.651648,2.72039,2.5859036,3.2405894,1.4745796,1.5682839
-1.6882300277714322x-0.3634377801160514x4,0.9390791,1.0875887,2.1520724,0.8680605,2.3301191,2.5459223,2.605322,2.0388885,2.0763946,2.1333418
-0.11246598255955272x0.7790512201329916x4,1.6764048,2.1749947,1.8309448,1.2811276,3.2889857,2.602515,3.3899095,3.4522564,2.25597,2.5030746
-0.5324899192090677x-1.5096616060682988x4,0.5427361,0.45296633,0.5509423,0.46594143,0.73016423,1.0498861,0.7132801,0.82783574,0.72051483,0.6835801
0.6450552734598769x-0.27739139174310984x4,0.668164,0.7254657,1.5851902,0.5131169,1.3410269,1.5080528,1.5082626,1.1722517,0.8362441,0.8369394
1.011842432994189x0.9687443931111454x4,2.984636,3.4595196,4.4526396,2.348898,5.9445143,5.3826294,6.9737873,4.6407714,3.6218636,3.0091193
-0.6579510447611686x-0.7303570955579599x4,0.81382364,0.80801725,0.85396504,0.6061649,1.4156171,1.3580579,1.0954525,1.7198788,1.4989989,1.7140608
0.46838523427705164x-0.7623615367276093x4,0.65394956,0.7729559,1.0423183,0.5424933,1.090295,1.4277586,1.236522,1.3845943,0.95301217,0.6634988
1.7358789976857132x-1.4469403347558085x4,0.7179603,0.67487437,1.165519,0.7719973,1.1724687,1.7994812,1.2837479,1.2310033,1.1955322,0.8791094
-0.667712720570559x2.6205738460182393x4,5.443435,3.8155618,3.417328,4.1917963,8.038771,5.4364586,4.603288,7.6959877,6.455405,6.2272396
1.6819217400731377x-0.7474731780653794x4,1.0440742,1.3494011,1.8491199,0.994267,2.0431697,2.6485841,2.2043333,2.453589,2.1386592,1.7615238
-0.852585847170647x-1.3003468322183391x4,0.6979551,0.5627425,0.66446716,0.596347,0.86995953,1.4441068,1.1020823,1.1803229,1.0390372,0.8695885
0.022959755607951444x-0.80385040403152x4,0.74973834,0.77335155,0.8750616,0.53441775,1.4002148,1.8454401,1.318605,1.9458601,1.0785489,0.693326
-0.011145611841841251x-0.7742950804868045x4,0.7150589,0.80315036,0.8679062,0.5251644,1.3643377,1.7816993,1.3156991,1.9865437,1.0336798,0.7420868
0.011498899870062375x-0.2693897784512403x4,0.69261235,0.79589003,2.671504,0.5794064,3.4127822,3.0635245,3.037194,2.050997,1.7478253,1.3735094
-0.8376780419079453x0.8253722320875148x4,2.1746933,2.408984,2.0416067,1.9098092,4.2487864,3.3890047,3.2951102,3.711492,3.0915842,3.593752
-0.5911831037644297x-0.2983231689958337x4,0.6200005,0.6818132,1.3243005,0.55632424,1.6664598,1.47434,1.5855112,1.2978715,1.3554028,1.5377148
-0.6677202863593994x-0.9228233149968279x4,0.78062606,0.7013409,0.7703955,0.5903118,1.1639081,1.2859191,1.0284626,1.4266422,1.1897773,1.2080296
0.3269625954044574x-1.4513384981910251x4,0.5258709,0.45560107,0.69089514,0.4446144,0.6985003,1.2395613,0.8809821,0.8459991,0.77667856,0.4543212
0.33003511451031164x0.02185735821987137x4,0.95605487,1.2000406,1.8173741,0.9315077,1.9174473,2.3900552,2.5464308,1.8414468,1.2677908,1.135989
2.225944331738259x0.04253907402979072x4,1.4768237,1.9084568,2.8287706,1.7257472,3.4705713,3.337618,3.8101516,3.6676135,2.539547,2.7444885
1.3709890062911214x1.5309323510288246x4,6.252393,6.3445034,5.6286106,5.4530096,10.089161,8.349654,9.265643,5.799029,6.799046,3.5972407
-0.5098432421384791x0.09244773546980858x4,1.1040356,1.2229575,1.8010163,1.188529,2.7079475,2.6118798,2.3977141,1.9304026,1.8412783,2.475982
0.32486961579618606x-0.09900831128407737x4,0.87774813,1.1016259,1.9543496,0.6786053,1.966115,1.8760527,1.7541184,1.7814538,1.0994934,1.1725371
0.9971179807917595x-1.0506538365874896x4,1.098558,1.0200164,1.3650347,0.94005513,1.3880768,1.9814886,2.524265,1.5387964,1.5367558,0.9870486
0.030601824338517807x-0.3059525750983919x4,0.66378665,0.7098706,2.2887866,0.5515945,2.6650722,2.6699228,2.7149317,1.6656376,1.6272105,1.2173322
-0.06964157844693558x-0.43847445803460605x4,0.7231379,0.9520328,1.3622179,0.67604274,1.6474216,2.1226208,2.4476852,2.0724132,1.3216301,1.2546555
0.05157494276988904x-0.37016416451370254x4,0.69931597,0.7786656,1.8518823,0.5814768,1.8857243,2.4488196,2.5102692,1.6362855,1.5253893,1.0091993
0.8672766288084278x-0.9592553926405882x4,1.0206693,0.8772032,1.251171,0.921809,1.4657522,1.951522,2.1316211,1.2933995,1.4752688,0.8778315
-0.8483205228052325x0.5383296032761768x4,1.5985408,2.3194034,2.2699535,1.748229,3.4428515,3.825135,3.8184733,3.3282032,3.379875,3.2945347
-0.32566946882017417x-0.14244541750936937x4,0.682589,1.0269873,1.8602551,0.60236263,2.3701715,1.8295399,1.7684977,1.4876609,1.4553587,1.4011668
0.47043314484648185x-0.2003534800049874x4,0.72782576,0.87072355,1.5119872,0.59835786,1.4149581,1.4593996,1.3936954,1.584382,0.8623515,0.91876554
0.3114470715541555x-1.7140461160489964x4,0.47532243,0.5192449,0.65780807,0.4035943,0.6578261,1.137195,0.73503065,0.80566293,0.5774633,0.613762
0.23958275985639133x0.4936440875248639x4,1.5855128,1.6918937,2.0975652,1.1061013,2.3697271,3.1246095,2.93383,2.2661912,2.5857253,1.5656927
-0.3698011663038032x0.48701532598037944x4,1.6136525,2.0232525,2.0483258,1.2770175,2.9591413,3.8059082,3.4654667,2.4365115,3.4302006,2.0529714
0.9725357891425369x-0.8391294028422137x4,0.8201903,0.7685672,1.345997,0.72506523,1.3359003,1.8573706,1.6850632,1.4203658,1.227564,0.8834387
2.1338682472045374x0.9901213838791937x4,3.76783,4.4478583,4.5753117,3.5762868,6.92323,5.0458403,7.0566163,5.897931,6.1111608,5.122511
0.4064154936762062x-1.3647582300824324x4,0.56336546,0.48714316,0.72022253,0.5452129,0.7712356,1.1851374,1.0043483,0.8443794,0.77030915,0.45727164
-0.1931767015498399x-0.021869908789079875x4,0.7876955,0.9177057,1.0732967,0.6444922,1.6208493,1.3982763,1.6282425,1.4686621,1.2187687,1.0718569
0.7557402888945426x-0.2712073398901639x4,0.77856594,0.84133035,2.202439,0.63700455,1.7837292,2.0438526,2.041726,1.465438,1.1094387,1.0598345
-0.53913263675299x-1.3171747888057943x4,0.6291051,0.5365338,0.5970597,0.52963173,0.8298038,1.0798572,0.8837204,0.8934447,0.915026,0.76549685
-0.7496903447028966x0.18970261207999575x4,1.8253436,1.5108553,1.5046796,1.385913,3.041917,2.9488819,2.4377487,2.1655374,2.356913,3.1485794
0.0328087476137118x1.7025701522417913x4,4.407384,3.2489154,2.6441312,2.858987,6.627694,6.4322414,5.718843,4.5479407,3.9021258,2.0794413
-2.5827966329699446x0.06763423006691976x4,1.3734134,1.671313,1.9150444,1.3334472,2.7654371,3.0507805,2.8028238,3.1678147,2.421657,3.6105711
-1.1539503636520094x-0.46302175410905094x4,0.9755147,1.092853,1.7587296,0.8623226,1.6878296,3.127301,2.3943834,2.538388,2.1567783,1.923885
-0.34796185592084583x0.44702415688567826x4,1.7271011,1.7023939,1.6840487,1.1999173,2.4899812,3.360784,2.9057243,2.206618,3.2523894,1.5861263
-1.3533888581477134x0.10571999546715494x4,1.377569,1.455527,2.8062005,1.4422476,3.591443,3.5801244,3.0396776,2.7492309,2.6807468,3.5329113
-1.0326431018921296x0.027762131625501486x4,1.1574179,1.343786,1.8644015,1.1671027,2.5368547,2.8143675,2.5647626,2.5239477,2.0397127,2.1870563
-0.4367483374580074x-0.42554221277144805x4,0.83707815,1.0121562,1.6455792,0.8030359,1.7690017,2.499588,2.510725,1.7916603,1.8298243,1.3113209
-1.6429652935306092x1.4219755592924648x4,4.6144857,2.8903654,2.842025,2.6393461,6.167065,4.1024117,4.6298985,3.6939633,4.3874416,2.6821327
-0.4060717962598319x0.4563633634807854x4,1.6771759,1.7383206,1.7489178,1.2445779,2.6012475,3.357926,2.932435,2.3047018,3.1548407,1.8352988
-0.5352701645328445x-0.5286706589354886x4,0.6473324,0.6981803,0.9740198,0.64207023,1.2389938,1.6803335,1.311834,1.3573836,1.1903107,1.2862592
0.025405208385016018x-0.10800383678095793x4,0.8105246,1.1120795,2.2547202,0.671538,3.216337,2.4738867,2.3969417,2.7110944,1.4266394,1.3185333
1.1541840304940192x-0.7408667042040726x4,0.8956741,1.0180652,1.7447171,0.7327781,1.5215822,2.4346368,1.9473376,2.1039221,1.3637421,1.2190398
0.1725044164928659x-0.608291150081495x4,0.6426486,0.69253993,0.9971344,0.552569,1.0756813,1.777191,1.236328,1.2600652,0.94898754,0.8244
0.021062021342063624x-0.640725724190199x4,0.7135248,0.81642085,0.8630793,0.59695446,1.4416482,2.0187864,1.2902982,2.0335844,1.010985,0.8827657
0.09945445703071175x-1.1343115937222275x4,0.60584456,0.5581885,0.629989,0.45924002,0.7019171,0.9363859,1.0447063,0.8244456,0.8323831,0.50088257
0.22739277512112846x0.7772769637679554x4,2.9403481,2.9180994,3.334952,1.8327326,4.4518113,3.846733,4.3044095,3.06138,4.059291,2.0698552
-1.016738648609769x-0.29104146327302577x4,0.8372474,0.92484874,1.9253002,0.7037107,2.4002209,2.5894432,2.321573,1.93607,1.8420781,1.7864245
-0.11477532477079817x0.5541275783267697x4,1.2515428,2.4614074,2.1130407,1.4378358,3.5317798,2.7997372,4.446553,3.4110732,2.4505692,3.5819402
0.3087512418366131x-0.6701258977272965x4,0.6561187,0.83603,1.2229844,0.5488149,1.1822313,1.9361013,1.4572016,1.4193364,0.9759277,0.8904642
-1.3707599825430605x-0.06036249439233865x4,0.98769987,1.2259405,2.2712681,0.9939013,2.429946,2.154149,2.1156428,1.9561982,1.9272822,2.2455318
0.8656529228158533x-0.7110405967911112x4,0.70044726,0.769137,1.2733657,0.7026171,1.2060332,1.8721058,1.4985896,1.2890662,1.0298408,0.8756214
1.0813760344581897x0.7196681705373317x4,3.5067554,3.435013,6.316173,2.8628683,6.159535,5.347117,6.5423417,4.493925,4.188843,2.9467359
-0.6313759884493888x-0.24841930670503823x4,0.6769639,0.7687782,1.3264083,0.55996877,1.6771444,1.3940184,1.4288034,1.5461428,1.3114882,1.7979186
-0.24133779145310455x-0.7308735859513859x4,0.6774587,0.7562885,0.8772122,0.5526042,1.1915492,1.557889,1.2348152,1.3436652,1.2721512,0.84406805
-0.8781903428100731x-1.6417032288097841x4,0.59759253,0.5599373,0.6248957,0.5464637,0.77351516,1.2284732,0.7869256,0.99281704,0.7148288,0.86291784
0.6993804835878171x0.2756665493407744x4,1.8405161,1.8949921,2.7489326,1.2759197,2.8736298,3.0504835,3.0239084,1.923502,1.7078476,1.556996
-1.0612222874459092x-0.7083850523381071x4,0.85788864,0.949762,1.086917,0.7764696,1.625599,2.2391498,1.424233,1.8755411,1.7048353,1.7769064
-0.2224770102429203x-0.015779217120995174x4,0.80942416,0.9140122,1.1520882,0.6617716,1.6857412,1.4966345,1.6749707,1.3754876,1.2844486,0.94632965
-0.8589199078076716x-0.4917301080135276x4,0.97954243,1.0976913,1.397748,0.9626758,1.8188993,2.9410474,2.184279,2.3740718,1.8255415,1.9081589
0.050954277011289496x0.9541895808987649x4,1.9417329,2.1784008,2.1718085,1.3715453,4.1699615,3.3055568,3.5384963,3.5445669,2.375043,1.5778571
-1.794229271489721x0.544144752358008x4,1.6822276,2.8635292,3.2599413,1.7342566,4.390642,3.7443347,4.3405924,3.5313096,4.007963,5.044219
1.3264616423656934x0.4472120874548315x4,2.4840584,2.6448026,3.7548714,2.208316,3.8476775,5.826229,4.944099,4.047229,4.6664977,3.0020852
-0.964606424206264x-0.6161211233234792x4,1.1232754,1.2550747,1.2216876,1.1402681,2.399445,3.2991822,1.8024473,2.6500933,1.9657212,2.9751968
0.05989468311627605x0.4662900435501895x4,1.639851,1.4819086,1.7023556,1.17033,2.522738,3.2731326,2.8923397,2.358936,2.3747327,1.3875539
-0.2125230447703092x1.714831608676043x4,4.9274855,4.2268796,3.0621474,3.2883976,6.9481406,5.8538775,6.679125,3.9399195,4.8195934,2.4090137
-0.7621145119224981x-0.832186034150062x4,0.9395036,0.84916383,1.0095493,0.7564897,1.4517435,2.002697,1.5524443,1.8961651,1.7250005,1.4837235
-0.8877801366359354x0.17233913922918878x4,2.4061155,2.2607536,2.3539326,1.8665103,4.997037,5.011023,3.775183,3.2172456,3.3182135,4.271196
0.9363985435524596x-1.649216974417132x4,0.6571064,0.58567244,0.87245136,0.63967067,0.87302744,1.3248373,0.9965012,0.9689834,0.7217384,0.6322554
-0.5256405931019397x1.3985620921255355x4,3.3260884,2.5131214,2.028484,2.3724825,5.150417,3.7518659,3.9639637,2.8024569,3.269389,2.1419861
0.2711701846373109x-0.3979120985908414x4,0.98160756,1.2280058,1.92359,0.7554805,1.7057292,2.5937188,2.5716112,1.8008322,1.676037,1.0476518
-0.8014968853943748x0.7825788808419775x4,1.9166716,2.057338,1.7548577,1.7711756,3.652735,3.141317,3.1294224,3.2170424,2.722889,2.9635465
-0.6471814318477607x-1.723228250716323x4,0.56109494,0.49033502,0.4768845,0.39789003,0.7107663,0.77500725,0.5498203,0.86529046,0.61809045,0.9749378
